,predicted_eta_seconds
25442,2738.4216
25443,2394.9648
25444,2827.8528
25445,2221.1934
25446,2422.1301
25447,2500.4495
25448,2561.584
25449,2912.691
25450,3899.2744
25451,2469.6758
25452,3219.4229
25453,3148.8093
25454,2284.9912
25455,2565.6873
25456,2071.7717
25457,2965.7493
25458,2524.3757
25459,3866.6636
25460,2532.7517
25461,3513.1418
25462,2931.4397
25463,2721.8582
25464,2344.966
25465,3097.2278
25466,2886.915
25467,2876.8477
25468,5172.092
25469,2748.9756
25470,1820.1003
25471,2721.0535
25472,3299.2266
25473,2232.5017
25474,3869.1948
25475,2950.8848
25476,2817.77
25477,2475.1992
25478,2829.0198
25479,2559.5754
25480,3007.155
25481,2578.0845
25482,2177.526
25483,2261.174
25484,2760.2844
25485,5015.91
25486,2621.8486
25487,3095.1511
25488,2833.628
25489,2377.0566
25490,2698.3354
25491,2164.0774
25492,3389.8445
25493,2110.129
25494,2759.2134
25495,3408.15
25496,4161.8433
25497,3071.6685
25498,2480.9607
25499,2710.5154
25500,2656.5254
25501,2327.6855
25502,2506.5337
25503,3447.976
25504,2955.7864
25505,2391.482
25506,2584.6755
25507,3922.2297
25508,2801.2234
25509,2689.655
25510,2832.5532
25511,2724.3252
25512,2816.2449
25513,2126.2676
25514,2175.768
25515,3807.8423
25516,2444.468
25517,2942.449
25518,2733.8713
25519,1969.8088
25520,3964.588
25521,1990.484
25522,4291.545
25523,2470.2817
25524,4490.251
25525,2361.0623
25526,1985.3417
25527,4002.7896
25528,2303.2783
25529,2458.7612
25530,2820.84
25531,2434.9194
25532,2838.7373
25533,3154.935
25534,2968.8503
25535,2877.948
25536,2281.5857
25537,2957.7869
25538,2380.1904
25539,3015.0674
25540,3098.2717
25541,2265.1792
25542,2660.6477
25543,2986.816
25544,2698.9329
25545,3588.2158
25546,3360.5505
25547,3096.0295
25548,3972.1416
25549,3296.7385
25550,4151.014
25551,2908.12
25552,2607.7283
25553,2327.828
25554,2358.102
25555,2046.8359
25556,3632.1606
25557,3199.9534
25558,2614.2393
25559,3458.677
25560,2621.489
25561,2467.2495
25562,2828.2812
25563,3169.313
25564,2627.1812
25565,2469.182
25566,2445.128
25567,2816.237
25568,2965.4324
25569,2680.1643
25570,2571.5244
25571,2557.0513
25572,2342.7927
25573,2409.0398
25574,3129.063
25575,2963.9912
25576,2734.3643
25577,2293.8635
25578,2923.0242
25579,2479.1704
25580,3045.74
25581,2369.088
25582,3172.3499
25583,3594.4792
25584,3126.6719
25585,3229.6277
25586,2835.9858
25587,2450.2703
25588,2874.9548
25589,3042.5505
25590,3345.2754
25591,2465.299
25592,3043.5503
25593,3492.1492
25594,2775.3223
25595,3324.7834
25596,2767.5928
25597,2864.7307
25598,3255.9998
25599,2249.6477
25600,3412.85
25601,2516.3516
25602,1950.2866
25603,2929.253
25604,2251.7588
25605,3430.1113
25606,2580.8955
25607,3045.6072
25608,2493.3098
25609,2772.0952
25610,2769.256
25611,2511.8574
25612,2742.8997
25613,2638.9502
25614,2423.6707
25615,4659.867
25616,2662.2864
25617,2405.2795
25618,3160.3062
25619,2867.4326
25620,2475.6248
25621,2227.714
25622,2188.579
25623,3214.5798
25624,2636.523
25625,2719.2842
25626,2104.1702
25627,1947.0029
25628,2463.068
25629,2516.1304
25630,3073.0054
25631,4948.427
25632,2514.7695
25633,2782.2498
25634,3429.7422
25635,2772.4712
25636,1931.7765
25637,2070.6394
25638,2808.956
25639,2604.8596
25640,2570.215
25641,2709.5767
25642,2778.9536
25643,2768.267
25644,2110.2776
25645,2828.0596
25646,2150.7776
25647,2418.282
25648,2823.5073
25649,2932.05
25650,2704.4731
25651,2387.168
25652,5200.702
25653,2936.0527
25654,4490.984
25655,2309.2917
25656,4081.0742
25657,3122.1768
25658,2818.0828
25659,2510.5251
25660,3227.9114
25661,2935.5596
25662,3557.9375
25663,3662.4033
25664,2596.3022
25665,3466.2815
25666,2672.8833
25667,2129.485
25668,2421.8853
25669,2593.8342
25670,3339.322
25671,2883.077
25672,3306.3174
25673,3043.9502
25674,3243.482
25675,2954.3293
25676,2827.6655
25677,3136.0972
25678,2763.0112
25679,2902.9666
25680,3012.3647
25681,2471.916
25682,2828.4824
25683,2714.8882
25684,2643.7722
25685,2568.122
25686,2720.3843
25687,2410.5222
25688,2568.8445
25689,2431.9812
25690,2348.683
25691,2614.5803
25692,3341.0251
25693,3350.1033
25694,3470.1611
25695,2545.6633
25696,2501.9253
25697,2094.8572
25698,2605.3545
25699,3314.4082
25700,4846.0225
25701,2374.947
25702,2511.013
25703,3582.87
25704,2246.4187
25705,2557.5835
25706,2524.515
25707,2377.1843
25708,4934.445
25709,3335.5059
25710,3443.103
25711,2735.0244
25712,3822.764
25713,2570.8262
25714,1993.6199
25715,2283.2544
25716,3762.9263
25717,3944.2437
25718,2623.7363
25719,2299.128
25720,2523.0425
25721,3798.0198
25722,2317.8845
25723,2940.4365
25724,2590.8147
25725,3278.705
25726,2892.059
25727,3179.7793
25728,2928.7322
25729,3193.4375
25730,2224.9001
25731,4260.2363
25732,3580.3306
25733,2402.6782
25734,3602.6658
25735,2262.5906
25736,2412.6514
25737,2306.043
25738,2107.9302
25739,2731.7722
25740,3757.6934
25741,3934.4272
25742,3049.256
25743,3686.1626
25744,4738.7207
25745,2524.637
25746,2815.582
25747,3114.683
25748,2947.175
25749,2349.9482
25750,3347.8022
25751,3204.0327
25752,4192.2944
25753,3097.2134
25754,3000.4448
25755,3129.8462
25756,2922.6804
25757,1948.6317
25758,3127.8645
25759,2930.143
25760,2514.3923
25761,2561.3032
25762,3387.8335
25763,5056.202
25764,3165.7593
25765,2638.5767
25766,2827.4446
25767,3080.6682
25768,3284.4153
25769,2875.3564
25770,3170.3313
25771,3394.3591
25772,2468.7214
25773,2659.568
25774,2274.433
25775,4346.3975
25776,2686.0977
25777,1989.8943
25778,3166.9692
25779,2418.3838
25780,2074.851
25781,2570.8162
25782,2787.9993
25783,3086.4128
25784,2672.3987
25785,2352.1536
25786,3671.6902
25787,2838.738
25788,2946.1956
25789,2492.0806
25790,2588.4817
25791,4037.0925
25792,2817.8909
25793,3145.224
25794,3657.709
25795,3215.063
25796,2421.8972
25797,3244.6519
25798,3128.8813
25799,2682.7576
25800,2792.501
25801,3898.9622
25802,3648.2085
25803,2801.3906
25804,3693.9827
25805,2932.3784
25806,1968.1432
25807,3006.9849
25808,3682.2273
25809,3031.011
25810,3190.253
25811,2268.1902
25812,3528.8955
25813,2041.8462
25814,3165.8018
25815,2799.31
25816,2917.9778
25817,3417.091
25818,3159.5176
25819,2880.121
25820,4039.9812
25821,2777.89
25822,3091.812
25823,2181.4126
25824,4116.4688
25825,4433.2803
25826,2645.9558
25827,2727.3748
25828,3793.9165
25829,2713.084
25830,4872.2534
25831,2977.6367
25832,3456.2935
25833,3690.407
25834,3060.8247
25835,3193.866
25836,3003.2769
25837,2424.4934
25838,2706.6924
25839,3665.684
25840,2440.0557
25841,3873.93
25842,3459.2976
25843,2889.4666
25844,4621.133
25845,5274.224
25846,4041.9285
25847,2752.3245
25848,2905.2732
25849,3354.1296
25850,2609.7068
25851,2629.7354
25852,2414.8552
25853,3564.2134
25854,2890.5017
25855,3881.2385
25856,5090.597
25857,3761.1338
25858,2936.5251
25859,2674.9463
25860,3430.4983
25861,3185.7952
25862,2896.3284
25863,2817.0544
25864,2728.069
25865,3378.957
25866,3377.3203
25867,2242.9895
25868,2349.6147
25869,2819.4272
25870,3317.408
25871,3132.1714
25872,2793.3503
25873,2174.8098
25874,2985.9934
25875,2635.538
25876,2708.7986
25877,3373.8623
25878,3584.7893
25879,2386.9001
25880,2292.629
25881,3506.5754
25882,2738.5613
25883,2512.296
25884,4609.874
25885,3247.7104
25886,3170.7393
25887,4808.054
25888,3068.5168
25889,2588.009
25890,2739.21
25891,2990.9539
25892,3820.9119
25893,4846.0674
25894,2851.6086
25895,4199.1445
25896,2265.179
25897,3320.4473
25898,3287.456
25899,3091.0925
25900,3362.3179
25901,4780.1475
25902,2806.8342
25903,2926.5767
25904,2525.3254
25905,2870.1743
25906,3142.0083
25907,3700.5972
25908,3230.1707
25909,2515.748
25910,3249.5525
25911,2796.7156
25912,4407.188
25913,2454.798
25914,2638.6074
25915,2529.6892
25916,4545.5586
25917,2813.1572
25918,3173.3955
25919,3865.1514
25920,3089.352
25921,2978.2417
25922,2484.3857
25923,4216.156
25924,2906.775
25925,2953.5156
25926,2582.3315
25927,3627.5105
25928,3235.4143
25929,3367.9705
25930,4174.642
25931,2383.6907
25932,3931.0623
25933,2560.9912
25934,3794.9336
25935,2223.4585
25936,3720.4841
25937,2127.9004
25938,2555.1062
25939,3051.2524
25940,2715.501
25941,2520.0596
25942,3530.2314
25943,2979.4827
25944,3616.946
25945,2548.7117
25946,3068.2583
25947,3060.2659
25948,3182.0364
25949,3858.285
25950,4046.9087
25951,2538.3323
25952,2504.0054
25953,2490.5608
25954,3136.7686
25955,3072.868
25956,2953.2305
25957,3656.6348
25958,2456.2463
25959,3417.0222
25960,3013.6733
25961,2274.6006
25962,3094.6487
25963,3268.5476
25964,2680.2783
25965,3526.7834
25966,3180.6863
25967,2575.4626
25968,3603.15
25969,2930.2834
25970,2647.9214
25971,2572.9753
25972,3204.0847
25973,2865.354
25974,2645.3137
25975,3697.181
25976,5162.9927
25977,3383.5347
25978,3070.7559
25979,2375.6223
25980,3095.117
25981,3251.6335
25982,3909.283
25983,3529.2886
25984,2859.918
25985,3026.8555
25986,3034.2153
25987,3679.01
25988,3120.4905
25989,3726.0793
25990,3335.1106
25991,2753.977
25992,2424.2156
25993,3402.6494
25994,3421.2754
25995,3053.0623
25996,3340.2769
25997,2708.5771
25998,2372.9614
25999,2958.6182
26000,2316.7314
26001,4145.93
26002,3026.7832
26003,2888.451
26004,3084.8484
26005,2367.0105
26006,2869.6367
26007,3644.7134
26008,3413.4966
26009,2868.538
26010,3977.901
26011,2453.868
26012,3882.1897
26013,3261.4124
26014,3015.627
26015,3482.8975
26016,2673.0781
26017,2716.1445
26018,2999.835
26019,2975.214
26020,2920.9377
26021,2783.5635
26022,2795.9011
26023,3032.336
26024,2983.5437
26025,4198.4717
26026,4255.52
26027,2412.284
26028,3989.5022
26029,4108.115
26030,3324.2334
26031,2757.6963
26032,2485.356
26033,2401.0808
26034,3692.6501
26035,3543.0322
26036,2714.8376
26037,2775.9695
26038,2872.6033
26039,3393.161
26040,2892.1152
26041,2676.9602
26042,2718.4128
26043,3084.9636
26044,3283.3674
26045,3317.839
26046,3399.386
26047,2954.5615
26048,3080.0977
26049,2782.9868
26050,2509.9414
26051,2868.8613
26052,2735.0002
26053,2448.555
26054,3087.979
26055,3045.7244
26056,3180.5444
26057,2825.3923
26058,2564.8481
26059,2191.4795
26060,3579.6743
26061,2491.4167
26062,3310.2214
26063,2866.2798
26064,3492.776
26065,3171.484
26066,4106.188
26067,3154.367
26068,3491.9253
26069,3464.7585
26070,2837.125
26071,4797.48
26072,4315.608
26073,3674.4087
26074,2250.5469
26075,2567.9524
26076,3583.5706
26077,4284.7476
26078,2683.9338
26079,2792.7725
26080,2575.1323
26081,2559.5247
26082,3064.2695
26083,2819.4426
26084,3120.823
26085,2468.5051
26086,3221.0398
26087,3004.019
26088,3227.4143
26089,2545.1873
26090,5397.6934
26091,3747.3743
26092,2874.2654
26093,3236.9497
26094,2698.345
26095,2351.1826
26096,2574.642
26097,2645.2336
26098,3047.4824
26099,2566.2175
26100,3997.2515
26101,5174.6816
26102,3266.654
26103,3310.1113
26104,2632.5107
26105,2409.7637
26106,3112.2896
26107,4256.6357
26108,2416.8901
26109,3108.1594
26110,3058.7717
26111,3747.774
26112,4715.598
26113,4012.1243
26114,2903.913
26115,3413.4077
26116,2769.65
26117,3378.793
26118,2546.636
26119,3852.8936
26120,5521.8433
26121,3897.128
26122,2854.0308
26123,4275.113
26124,2550.7222
26125,3189.383
26126,2776.3591
26127,3142.294
26128,3735.5066
26129,3699.9944
26130,2177.4197
26131,3030.5466
26132,5026.5864
26133,3230.4111
26134,3418.832
26135,3167.891
26136,2422.7625
26137,3216.036
26138,3174.7869
26139,2486.475
26140,3432.2068
26141,2702.3303
26142,3510.21
26143,4314.1826
26144,3586.9463
26145,2706.0076
26146,3406.2837
26147,3348.3425
26148,2924.4192
26149,3826.6465
26150,3351.8057
26151,3327.525
26152,3191.4927
26153,3136.9111
26154,3482.7869
26155,3516.5781
26156,4243.866
26157,3378.7231
26158,2995.3633
26159,3239.156
26160,3576.4028
26161,2757.0
26162,3258.2869
26163,2597.1638
26164,2956.594
26165,4079.1035
26166,2872.7231
26167,2848.009
26168,3517.4436
26169,2854.463
26170,3099.5994
26171,2433.8503
26172,2584.364
26173,3075.6912
26174,2773.3496
26175,2794.557
26176,3995.1887
26177,3992.1565
26178,2937.8755
26179,2661.5188
26180,3359.7505
26181,3740.853
26182,2307.0996
26183,4221.9653
26184,2414.4578
26185,3294.126
26186,3548.218
26187,3255.7686
26188,4074.207
26189,3251.5366
26190,3109.9727
26191,3390.1125
26192,2788.1729
26193,3345.416
26194,2892.8394
26195,2535.9421
26196,3911.6648
26197,2497.2856
26198,3071.5186
26199,2903.507
26200,2934.1946
26201,2558.8567
26202,3373.371
26203,2769.6658
26204,3802.9934
26205,2559.054
26206,3159.0112
26207,3092.9
26208,3205.0786
26209,2910.5146
26210,3258.2297
26211,2964.4
26212,2782.3655
26213,3815.1438
26214,2324.045
26215,2744.483
26216,3112.665
26217,2134.9724
26218,3354.3562
26219,2770.9907
26220,2477.0217
26221,2855.7625
26222,2874.1565
26223,2837.5593
26224,2613.2642
26225,2591.346
26226,2890.373
26227,2883.2117
26228,2494.3005
26229,2721.576
26230,3275.4255
26231,3499.2732
26232,2149.951
26233,3456.3516
26234,3319.895
26235,4395.839
26236,2838.4624
26237,3402.6023
26238,2834.235
26239,2955.8677
26240,3776.7166
26241,3022.783
26242,3266.558
26243,4456.7397
26244,3445.078
26245,3300.9387
26246,3031.5293
26247,2511.0159
26248,2129.7822
26249,2498.701
26250,3573.1025
26251,2042.8167
26252,3303.3704
26253,2911.5525
26254,3232.617
26255,3255.3674
26256,4342.2383
26257,3270.2393
26258,2983.1423
26259,2324.7683
26260,2711.1252
26261,3131.9788
26262,4487.646
26263,3983.9006
26264,3325.1833
26265,3165.4763
26266,2475.022
26267,3013.372
26268,3660.3674
26269,2206.825
26270,2750.5227
26271,2598.8142
26272,2444.3247
26273,4461.624
26274,3815.615
26275,2766.6072
26276,3126.7156
26277,3453.1997
26278,3128.1262
26279,3055.438
26280,3143.298
26281,2885.2454
26282,2727.458
26283,2717.5635
26284,3448.2397
26285,3577.4617
26286,2245.3708
26287,2142.3513
26288,2302.91
26289,3220.911
26290,3235.1619
26291,3571.357
26292,3272.1853
26293,4359.149
26294,3611.0068
26295,2311.2148
26296,5402.405
26297,2638.196
26298,3952.5034
26299,2997.6968
26300,2792.2783
26301,2862.5017
26302,3885.8354
26303,3354.1724
26304,2514.3374
26305,2639.8335
26306,3764.7095
26307,2920.7612
26308,3275.9863
26309,3680.2502
26310,3063.0166
26311,3271.8184
26312,3205.5613
26313,2667.237
26314,2922.3435
26315,3572.5723
26316,1723.4993
26317,3000.6443
26318,1924.6658
26319,3074.3323
26320,3714.2534
26321,2492.4375
26322,2252.338
26323,3419.5806
26324,2555.437
26325,2820.1733
26326,2612.387
26327,3308.3843
26328,2559.2703
26329,3760.8843
26330,4691.6973
26331,2777.4534
26332,2604.1914
26333,3248.7747
26334,2732.5935
26335,3378.2388
26336,2629.6548
26337,3947.717
26338,2506.931
26339,2505.4329
26340,3102.9124
26341,3428.0159
26342,2908.9275
26343,3518.2578
26344,3123.2405
26345,3228.5823
26346,3075.3853
26347,3221.6106
26348,3072.1018
26349,3731.5557
26350,3314.1567
26351,2521.131
26352,2720.6296
26353,2991.3125
26354,3203.9858
26355,2927.8098
26356,2939.7578
26357,3079.7139
26358,2864.6313
26359,2629.405
26360,1902.743
26361,2948.394
26362,3001.7183
26363,3606.8755
26364,3063.76
26365,2439.1187
26366,4838.953
26367,2966.741
26368,3667.6255
26369,2763.053
26370,3025.1643
26371,3445.5066
26372,2998.2432
26373,4096.5586
26374,3470.5461
26375,3110.1323
26376,4413.241
26377,2994.9272
26378,3822.5374
26379,3557.9548
26380,3276.1335
26381,2982.5686
26382,3236.1086
26383,2680.9897
26384,3103.8276
26385,2597.5012
26386,2777.5396
26387,2746.6963
26388,2037.0409
26389,2691.4946
26390,3842.2231
26391,3210.7092
26392,2610.334
26393,3532.9753
26394,3233.748
26395,3225.16
26396,4504.727
26397,3431.2712
26398,2805.5469
26399,2822.1135
26400,3518.3713
26401,2970.2805
26402,3723.962
26403,2702.0042
26404,2638.3245
26405,3307.9553
26406,5139.6694
26407,2752.5437
26408,4109.9795
26409,2408.0076
26410,3311.117
26411,3489.2021
26412,3205.1091
26413,2589.903
26414,3732.4626
26415,2348.1594
26416,3451.4177
26417,2859.7502
26418,3188.5405
26419,2944.911
26420,3063.9678
26421,3266.436
26422,2270.6267
26423,2811.3354
26424,3137.9873
26425,3410.4363
26426,3344.0903
26427,3759.6775
26428,2392.4497
26429,2655.611
26430,3083.088
26431,3296.12
26432,3730.5173
26433,2925.7861
26434,2420.519
26435,2386.607
26436,2922.7495
26437,3602.6438
26438,3044.3926
26439,2906.486
26440,4169.0513
26441,3675.8564
26442,3075.4404
26443,3708.7363
26444,3413.123
26445,2688.0415
26446,3067.3376
26447,3370.549
26448,3991.4644
26449,2714.5115
26450,2904.9163
26451,2749.8562
26452,3530.8088
26453,3697.2888
26454,3133.7903
26455,3280.3193
26456,3663.2434
26457,3784.5095
26458,2379.841
26459,2870.0195
26460,3204.8103
26461,2849.6711
26462,3428.7334
26463,3909.618
26464,3686.8213
26465,3404.0186
26466,2343.6714
26467,3610.644
26468,3870.6885
26469,2144.361
26470,3040.6052
26471,3395.0134
26472,3666.822
26473,3809.822
26474,3716.9524
26475,3527.7422
26476,3681.708
26477,3966.5823
26478,3295.637
26479,2723.7017
26480,3031.6196
26481,3744.9075
26482,3560.7568
26483,3513.8477
26484,2485.4167
26485,3147.3901
26486,3374.7979
26487,3136.796
26488,2667.8064
26489,3348.662
26490,3207.2112
26491,3115.3936
26492,2705.7725
26493,2618.7542
26494,4049.1846
26495,3586.7046
26496,3542.4502
26497,2501.8782
26498,3307.0515
26499,3902.9917
26500,2836.637
26501,4533.47
26502,2140.5725
26503,3540.0972
26504,4229.5884
26505,2769.6406
26506,4163.9517
26507,4309.46
26508,3310.235
26509,3634.846
26510,3610.3635
26511,2725.3557
26512,3534.6143
26513,3971.8586
26514,3283.5813
26515,2481.0344
26516,2629.8198
26517,2261.41
26518,3101.7292
26519,2923.8975
26520,3888.06
26521,4883.7334
26522,4253.742
26523,3307.1755
26524,3654.3726
26525,1639.5253
26526,2305.1785
26527,2448.7246
26528,3330.3335
26529,3873.8284
26530,3322.0422
26531,3637.456
26532,3598.7683
26533,4059.2686
26534,3590.7844
26535,3278.0303
26536,4270.103
26537,3486.901
26538,3424.1416
26539,2433.8933
26540,2909.4553
26541,3425.8223
26542,4183.0356
26543,4117.591
26544,3979.999
26545,3383.3682
26546,3458.2463
26547,2755.4617
26548,3523.802
26549,4127.201
26550,3540.1042
26551,3455.7664
26552,3319.9958
26553,2522.7202
26554,3150.205
26555,3749.8696
26556,2612.7344
26557,3024.6294
26558,2482.0405
26559,3741.3306
26560,3299.3674
26561,3324.7393
26562,4013.883
26563,2870.2341
26564,3435.8513
26565,2667.8098
26566,2622.4456
26567,3000.5176
26568,2953.2424
26569,3559.828
26570,4664.2393
26571,2588.0686
26572,3743.543
26573,4106.845
26574,3558.8035
26575,3552.7356
26576,3746.539
26577,2551.3306
26578,2586.2354
26579,4199.0215
26580,2854.3071
26581,3727.926
26582,3074.7449
26583,3169.224
26584,3418.8318
26585,3631.7288
26586,3583.3552
26587,3313.1528
26588,2893.0427
26589,2382.8176
26590,2672.0881
26591,3201.3752
26592,4409.286
26593,3000.2788
26594,2718.6248
26595,3496.7048
26596,3282.3274
26597,3463.3303
26598,3617.0737
26599,2885.8438
26600,3059.6614
26601,2222.904
26602,4518.108
26603,2554.3286
26604,2722.6008
26605,3757.9033
26606,4507.87
26607,2903.3606
26608,2703.571
26609,4034.256
26610,3149.4963
26611,2933.8855
26612,2659.3293
26613,2268.5498
26614,3711.074
26615,4056.5042
26616,3563.7927
26617,2583.51
26618,3606.3296
26619,1942.7815
26620,3178.3157
26621,2400.4722
26622,3253.1772
26623,3002.3157
26624,4027.9683
26625,3247.4756
26626,2902.0288
26627,4965.3267
26628,3236.9514
26629,3199.7834
26630,3038.4868
26631,3471.76
26632,2880.9553
26633,3892.7173
26634,3109.281
26635,4976.7163
26636,3536.1367
26637,3461.051
26638,3455.684
26639,3687.614
26640,3083.2075
26641,3049.4053
26642,4705.6895
26643,3427.9597
26644,2171.7668
26645,2677.4685
26646,3389.2256
26647,4082.1846
26648,3310.9666
26649,2571.0542
26650,3075.9766
26651,4621.612
26652,4094.9163
26653,4163.154
26654,2865.54
26655,3142.1455
26656,2578.4546
26657,3458.7922
26658,4024.5942
26659,2974.3176
26660,3282.6953
26661,3267.5498
26662,3633.1135
26663,4235.349
26664,2616.9736
26665,3159.0417
26666,3572.0918
26667,3605.1516
26668,3591.4011
26669,3242.1643
26670,3084.695
26671,3536.035
26672,2743.554
26673,3164.4004
26674,3941.223
26675,2756.191
26676,2606.5896
26677,3723.9863
26678,2883.7937
26679,3487.3086
26680,2477.6553
26681,5057.6987
26682,3143.5522
26683,3728.7688
26684,4114.9263
26685,3747.842
26686,3535.9395
26687,2938.5537
26688,4602.012
26689,3538.2783
26690,3272.181
26691,3159.7048
26692,3167.2659
26693,4501.7803
26694,3375.7856
26695,3214.3354
26696,4715.9053
26697,3615.458
26698,2776.5654
26699,3380.9727
26700,3367.9622
26701,3754.275
26702,3275.2441
26703,3736.652
26704,3444.357
26705,3541.899
26706,3978.4258
26707,2472.6675
26708,3417.2527
26709,3563.3489
26710,2374.2925
26711,3392.3677
26712,2730.2368
26713,3275.5637
26714,2646.471
26715,3746.0386
26716,3318.7703
26717,2796.304
26718,3571.5913
26719,2947.218
26720,4171.369
26721,3374.1716
26722,4226.688
26723,3635.7383
26724,2983.1162
26725,3625.285
26726,2860.5854
26727,4379.2314
26728,3500.3037
26729,4542.3247
26730,3450.1138
26731,3742.1416
26732,3675.6848
26733,3917.67
26734,3930.9326
26735,4904.9893
26736,3852.994
26737,4246.555
26738,3889.0078
26739,3477.4634
26740,4312.159
26741,3853.0645
26742,4104.6714
26743,3651.5325
26744,3085.377
26745,3663.2122
26746,3724.8457
26747,5123.8213
26748,2701.7869
26749,3284.0112
26750,4877.563
26751,2917.4373
26752,2992.0125
26753,3044.3733
26754,2622.6191
26755,3288.8936
26756,3966.8271
26757,4157.372
26758,3662.58
26759,4109.305
26760,3453.332
26761,4406.009
26762,2399.733
26763,3651.618
26764,2872.972
26765,3314.8887
26766,5053.0117
26767,3156.9927
26768,3203.5981
26769,3934.76
26770,3478.2344
26771,4753.7324
26772,4026.1885
26773,3909.159
26774,2756.8372
26775,3417.4019
26776,3848.4324
26777,2468.166
26778,4565.305
26779,4152.039
26780,4065.0942
26781,2392.314
26782,4308.809
26783,4084.5464
26784,3372.4465
26785,3413.58
26786,3436.9885
26787,4072.9507
26788,3580.0483
26789,3462.4841
26790,2648.7332
26791,4335.1436
26792,4212.333
26793,4292.407
26794,3832.282
26795,3765.3901
26796,3307.7166
26797,3545.9304
26798,3632.1562
26799,3899.7478
26800,4211.9067
26801,4348.517
26802,3070.3516
26803,3440.4888
26804,4433.961
26805,5091.1455
26806,3640.5327
26807,4617.0728
26808,3444.4373
26809,3628.3562
26810,4358.675
26811,4063.4229
26812,4045.3762
26813,4230.921
26814,3370.4492
26815,2837.5747
26816,2981.981
26817,2694.4255
26818,2832.8052
26819,3747.5903
26820,2657.1511
26821,3771.1162
26822,3764.5417
26823,3961.8486
26824,2651.778
26825,4780.2275
26826,3016.7869
26827,3442.6917
26828,3706.2385
26829,4203.246
26830,3294.8672
26831,4047.1511
26832,2837.3958
26833,2327.0051
26834,4385.8794
26835,2965.0962
26836,3721.1692
26837,3283.567
26838,3172.3137
26839,3758.2964
26840,2811.8105
26841,3924.9165
26842,4126.0767
26843,4477.834
26844,5434.1104
26845,3555.152
26846,4223.71
26847,3729.7642
26848,3307.8489
26849,4128.29
26850,3461.5754
26851,3226.9905
26852,3431.806
26853,3056.3584
26854,3514.1353
26855,4159.086
26856,3397.453
26857,4264.266
26858,3340.6133
26859,3732.375
26860,4333.776
26861,3884.2817
26862,3179.4424
26863,4290.5986
26864,3173.8462
26865,3607.3193
26866,3349.3057
26867,4871.982
26868,4123.3755
26869,3136.4329
26870,3536.5225
26871,3153.2578
26872,3069.9458
26873,2671.887
26874,4830.1895
26875,3102.3284
26876,2823.295
26877,2693.38
26878,2834.331
26879,4898.5596
26880,3046.2397
26881,2680.9983
26882,3631.8901
26883,3349.1184
26884,4083.0508
26885,3928.9639
26886,3907.9104
26887,3721.2092
26888,3577.9282
26889,3635.2905
26890,3681.4658
26891,3523.2756
26892,4099.4395
26893,3781.846
26894,3615.3284
26895,3741.8242
26896,4419.113
26897,2810.9978
26898,3967.9324
26899,4370.18
26900,2714.309
26901,3501.5244
26902,3748.309
26903,3244.4065
26904,3057.8386
26905,3515.431
26906,2891.206
26907,3317.8801
26908,4449.013
26909,5923.107
26910,3124.2202
26911,3171.348
26912,3975.533
26913,2860.3208
26914,4562.341
26915,3145.655
26916,2694.8872
26917,2692.678
26918,3556.018
26919,2784.7583
26920,3942.0833
26921,5050.722
26922,4054.2458
26923,3246.8567
26924,3125.1304
26925,3287.6248
26926,3837.1255
26927,3137.6565
26928,4130.9395
26929,4401.2515
26930,4467.4307
26931,3962.9043
26932,2335.5938
26933,3194.6433
26934,2842.423
26935,3216.0183
26936,3854.758
26937,3694.5488
26938,3339.2017
26939,2868.3198
26940,4211.872
26941,3350.3125
26942,2839.2683
26943,2601.599
26944,3820.9106
26945,3424.8604
26946,3586.6707
26947,4309.7344
26948,4023.0803
26949,2838.177
26950,3426.8955
26951,3287.5679
26952,2543.0337
26953,3367.0215
26954,3584.768
26955,3503.5525
26956,2935.4219
26957,3510.9187
26958,3662.6978
26959,2532.7268
26960,4374.6206
26961,2751.535
26962,3767.3792
26963,2341.7695
26964,3504.6147
26965,4521.9087
26966,3257.133
26967,3062.6406
26968,4952.0024
26969,4137.6685
26970,3295.0789
26971,3829.5977
26972,2807.6323
26973,6195.457
26974,3668.5828
26975,2767.845
26976,3350.3901
26977,2772.577
26978,4044.0696
26979,3271.795
26980,3504.145
26981,4455.7715
26982,3618.8887
26983,4322.0815
26984,3386.4402
26985,3193.4639
26986,3380.101
26987,2768.3074
26988,4276.076
26989,3269.9788
26990,4406.2905
26991,4694.194
26992,4141.8223
26993,3158.6792
26994,4383.8267
26995,2292.5864
26996,2787.389
26997,4005.6914
26998,4860.217
26999,2639.5776
27000,2466.5308
27001,2595.1973
27002,3320.0554
27003,3065.8242
27004,4293.9194
27005,2880.0112
27006,3838.0488
27007,3021.656
27008,3119.7925
27009,4133.423
27010,5001.477
27011,3040.612
27012,2802.0564
27013,4587.6963
27014,2771.6318
27015,3912.6255
27016,3700.7427
27017,3482.0474
27018,4525.4883
27019,4374.156
27020,2940.532
27021,4076.1697
27022,3755.8472
27023,3168.2268
27024,4525.132
27025,4340.993
27026,3947.0256
27027,3404.0159
27028,4058.3496
27029,5028.534
27030,3429.8713
27031,4916.218
27032,3272.1914
27033,3346.8633
27034,3887.3196
27035,4327.7427
27036,3847.682
27037,3019.8755
27038,3127.404
27039,4063.367
27040,3364.221
27041,3698.375
27042,4222.569
27043,3721.8137
